step	loss
49	0.06473931670188904
99	0.04308364912867546
149	0.08555904030799866
199	0.06047980487346649
249	0.0546899177134037
299	0.021248767152428627
349	0.0666557103395462
399	0.06037197262048721
449	0.04302866756916046
499	0.016912827268242836
549	0.05706578493118286
599	0.060290493071079254
649	0.03897962346673012
699	0.01615271344780922
749	0.05166210979223251
799	0.0601983517408371
849	0.039397187530994415
899	0.015069497749209404
949	0.04752001166343689
999	0.05994338542222977
